user_id,group,click,completed,time_spent,page_views,steps_reached,bounce
775,B,0,0,26.24,1,3,0
776,A,0,1,93.71,5,5,0
777,A,0,0,20.78,4,2,0
778,B,1,1,127.72,8,5,0
779,B,1,1,130.74,5,4,0
780,A,0,0,19.8,6,3,0
781,A,1,1,120.83,6,6,0
782,A,1,0,22.54,1,3,0
783,B,0,1,120.12,3,5,0
784,B,0,0,32.36,3,2,0
785,B,1,0,40.0,3,3,0
786,A,1,0,26.35,3,3,0
787,A,1,1,103.65,2,6,0
788,B,0,0,21.84,1,2,0
789,B,0,0,29.68,2,1,0
790,A,1,1,110.82,6,5,0
791,B,1,0,28.67,1,1,0
792,B,0,0,21.01,2,2,0
793,A,1,1,97.79,5,5,0
794,B,0,0,39.73,2,1,0
795,A,0,1,125.21,5,6,0
796,A,1,0,17.79,1,2,0
797,A,1,1,116.07,7,5,0
798,A,1,1,93.86,2,5,0
799,A,1,1,124.85,2,6,0
800,A,0,1,110.94,6,6,0
801,A,1,0,30.65,4,3,0
802,B,0,0,20.71,2,2,0
803,A,1,1,116.13,6,5,0
804,A,1,1,107.91,5,5,0
805,B,1,1,136.52,7,4,0
806,B,1,1,137.15,6,5,0
807,B,1,1,128.66,6,4,0
808,A,1,1,100.79,9,5,0
809,B,1,1,135.8,8,5,0
810,A,1,1,107.28,3,6,0
811,A,0,0,17.89,8,4,0
812,A,1,1,96.96,6,5,0
813,A,0,0,13.66,4,2,1
814,B,1,0,27.94,2,1,0
815,B,1,1,139.03,6,4,0
816,A,1,1,110.13,7,6,0
817,A,1,0,20.29,1,2,0
818,A,1,1,117.66,5,5,0
819,B,0,1,119.68,4,4,0
820,A,0,0,24.67,3,2,0
821,A,1,1,105.84,4,5,0
822,B,1,0,35.67,2,2,0
823,B,0,0,21.54,2,3,0
824,A,1,1,97.8,3,5,0
825,B,0,0,21.17,1,2,0
826,B,0,1,125.4,6,5,0
827,A,0,0,32.48,2,3,0
828,B,1,0,27.97,2,1,0
829,A,1,0,20.43,1,4,0
830,B,0,0,36.23,4,3,0
831,A,1,1,120.82,5,6,0
832,A,0,1,106.94,3,6,0
833,A,1,0,28.79,4,3,0
834,B,1,1,117.23,4,4,0
835,A,0,1,124.54,5,5,0
836,B,0,0,40.0,2,1,0
837,A,0,1,114.25,5,6,0
838,A,0,0,9.41,2,4,1
839,B,0,0,27.65,3,2,0
840,A,1,0,28.29,2,3,0
841,A,0,1,102.94,4,6,0
842,B,0,0,38.63,2,2,0
843,A,1,1,115.06,4,5,0
844,A,1,1,99.52,3,5,0
845,A,1,0,24.23,2,4,0
846,A,0,1,97.27,6,5,0
847,B,1,0,29.9,1,2,0
848,B,1,1,122.45,7,5,0
849,A,1,1,122.1,6,5,0
850,B,1,0,40.0,3,2,0
851,A,1,0,13.98,3,2,1
852,B,1,1,108.77,9,5,0
853,A,0,1,105.06,2,5,0
854,A,1,1,90.0,3,5,0
855,A,1,1,108.55,5,6,0
856,A,1,1,116.99,7,6,0
857,A,0,0,34.46,2,3,0
858,A,1,1,110.42,3,5,0
859,B,0,0,29.84,1,2,0
860,A,1,1,90.0,7,5,0
861,B,0,1,128.26,2,5,0
862,A,1,1,108.86,6,5,0
863,B,0,0,34.83,2,2,0
864,B,1,1,120.92,10,4,0
865,B,0,0,28.39,2,1,0
866,A,1,1,90.26,5,6,0
867,A,1,1,90.0,5,6,0
868,B,1,0,24.35,5,3,0
869,A,1,1,90.0,9,6,0
870,B,0,0,33.02,1,2,0
871,A,1,1,101.78,6,5,0
872,B,0,0,27.77,1,1,0
873,B,1,1,118.16,5,5,0
874,A,1,1,90.0,6,6,0
875,B,0,0,40.0,2,1,0
876,A,0,0,17.0,3,3,0
877,B,0,0,28.53,1,1,0
878,B,1,1,113.45,3,4,0
879,A,1,1,119.66,6,6,0
880,A,0,0,25.0,2,4,0
881,A,1,1,98.08,5,6,0
882,B,1,1,124.08,5,5,0
883,A,1,1,128.14,2,5,0
884,B,1,0,30.56,5,1,0
885,B,1,1,126.18,5,5,0
886,A,0,0,17.41,2,3,0
887,A,1,0,10.74,5,4,1
888,B,0,0,30.04,4,1,0
889,B,1,0,32.95,2,1,0
890,A,1,1,121.2,6,5,0
891,A,1,1,90.0,3,6,0
892,A,0,0,16.12,2,3,0
893,A,0,1,101.03,3,6,0
894,A,1,1,107.96,6,5,0
895,B,0,1,126.55,8,5,0
896,B,0,0,30.27,2,2,0
897,B,0,0,33.45,2,2,0
898,B,0,0,25.58,2,1,0
899,A,1,0,30.54,4,4,0
900,A,1,0,27.03,1,2,0
901,A,1,1,104.16,4,5,0
902,B,1,0,40.0,1,2,0
903,B,0,0,40.0,1,1,0
904,A,1,1,119.19,4,6,0
905,A,0,0,5.0,4,4,1
906,B,0,0,40.0,1,3,0
907,B,0,0,35.77,5,3,0
908,A,0,0,38.04,3,2,0
909,A,1,1,122.85,3,6,0
910,B,1,1,143.78,2,4,0
911,A,1,1,118.54,1,5,0
912,A,1,0,33.44,3,4,0
913,A,1,1,131.93,4,5,0
914,B,1,1,130.17,3,5,0
915,B,0,0,21.57,5,1,0
916,B,0,0,29.16,2,1,0
917,B,1,0,33.34,2,1,0
918,B,0,0,31.45,2,3,0
919,B,1,0,23.52,2,2,0
920,B,1,1,111.69,3,5,0
921,A,0,0,18.81,2,3,0
922,A,1,1,117.69,5,5,0
923,A,0,0,35.06,2,2,0
924,A,1,1,119.0,11,6,0
925,A,0,0,31.4,4,4,0
926,A,1,1,107.03,5,5,0
927,A,1,1,90.0,5,6,0
928,B,0,1,123.45,4,5,0
929,B,0,0,29.45,1,2,0
930,A,1,1,102.04,4,6,0
931,A,1,1,108.66,6,6,0
932,B,0,0,33.65,2,1,0
933,A,0,0,29.97,1,2,0
934,A,1,0,22.05,1,4,0
935,B,0,1,108.96,3,4,0
936,A,1,1,102.21,8,6,0
937,B,1,1,128.44,3,5,0
938,A,1,1,122.67,8,5,0
939,B,0,0,27.59,3,3,0
940,B,0,0,34.08,4,2,0
941,B,1,1,130.9,4,5,0
942,A,1,1,108.53,2,6,0
943,B,1,0,36.58,5,1,0
944,A,0,0,19.37,4,2,0
945,A,0,0,19.97,1,3,0
946,A,1,1,107.86,3,5,0
947,A,0,0,19.52,2,3,0
948,B,0,1,133.08,3,4,0
949,B,0,0,26.72,1,1,0
950,A,1,0,25.58,4,3,0
951,A,1,1,106.8,7,5,0
952,B,0,0,32.29,2,1,0
953,A,1,1,102.48,6,6,0
954,B,1,1,124.61,7,4,0
955,A,0,1,109.15,11,5,0
956,A,1,1,110.42,3,5,0
957,B,1,0,30.97,1,2,0
958,A,0,0,35.94,1,3,0
959,B,0,1,118.09,5,5,0
960,A,1,1,107.23,3,5,0
961,A,1,0,12.98,2,3,1
962,A,1,0,26.6,6,4,0
963,B,0,0,24.31,3,3,0
964,A,1,0,22.05,10,3,0
965,A,1,0,21.4,1,2,0
966,A,0,0,25.97,1,2,0
967,A,1,1,101.37,2,6,0
968,B,0,0,27.43,2,2,0
969,B,0,0,39.62,1,3,0
970,A,1,1,111.41,5,5,0
971,B,1,1,122.39,5,4,0
972,A,0,0,22.24,1,4,0
973,A,1,1,127.74,7,5,0
974,A,0,0,22.35,4,3,0
975,B,0,1,121.11,4,4,0
976,B,0,0,26.89,4,2,0
977,B,0,0,27.71,1,3,0
978,B,0,0,27.43,3,2,0
979,B,1,0,23.32,2,2,0
980,B,1,0,24.25,3,1,0
981,B,1,1,119.71,8,4,0
982,B,0,0,34.55,1,1,0
983,B,1,0,28.71,1,2,0
984,A,0,1,105.51,3,6,0
985,B,0,0,38.62,3,2,0
986,B,0,0,38.77,4,2,0
987,B,1,1,125.18,4,4,0
988,B,1,1,121.69,6,4,0
989,B,1,1,119.36,1,5,0
990,B,1,1,134.93,4,5,0
991,B,1,0,29.77,1,1,0
992,B,0,0,28.68,1,2,0
993,B,0,0,26.12,3,1,0
994,B,0,1,120.3,3,4,0
995,B,0,0,32.92,5,2,0
996,A,1,0,14.79,3,2,1
997,A,0,1,119.94,4,5,0
998,B,0,0,27.8,2,3,0
999,B,1,1,126.5,6,4,0
1000,A,0,0,14.64,2,3,1
1001,B,1,1,127.88,1,5,0
1002,A,0,0,21.7,6,2,0
1003,A,0,0,23.65,4,4,0
1004,A,1,0,34.3,3,2,0
1005,A,0,0,25.24,2,3,0
1006,A,1,1,98.46,4,6,0
1007,B,0,0,26.73,3,3,0
1008,A,1,1,115.14,4,5,0
1009,B,0,1,140.99,3,4,0
1010,B,1,1,130.82,5,4,0
1011,A,1,1,116.26,7,5,0
1012,A,1,1,115.32,6,6,0
1013,B,0,0,39.51,3,3,0
1014,A,0,1,90.0,6,6,0
1015,A,0,0,28.67,2,4,0
1016,B,0,0,36.9,2,2,0
1017,B,1,0,22.97,3,2,0
1018,A,1,0,17.8,4,4,0
1019,B,1,1,119.49,3,5,0
1020,A,1,0,18.9,7,3,0
1021,A,1,1,102.22,7,5,0
1022,A,1,1,110.91,5,5,0
1023,B,1,1,136.66,4,4,0
1024,B,1,1,138.81,3,5,0
1025,B,1,1,119.62,2,5,0
1026,B,1,1,119.55,3,4,0
1027,B,0,0,38.89,4,3,0
1028,A,0,1,115.76,6,5,0
1029,A,0,1,108.99,1,5,0
1030,A,1,1,113.68,3,5,0
1031,A,1,0,23.79,1,2,0
1032,B,0,0,34.15,4,3,0
1033,A,1,1,103.97,5,6,0
1034,B,1,0,32.61,4,3,0
1035,A,1,1,90.0,11,6,0
1036,B,1,1,121.12,5,5,0
1037,B,1,1,121.23,4,5,0
1038,A,1,0,21.38,4,2,0
1039,A,1,1,96.88,5,6,0
1040,A,1,0,20.27,4,4,0
1041,A,1,1,90.0,10,5,0
1042,B,0,0,34.29,1,1,0
1043,A,1,0,23.42,1,3,0
1044,A,1,1,90.0,2,6,0
1045,B,0,0,25.99,1,3,0
1046,A,1,1,112.04,8,5,0
1047,A,1,0,20.2,3,3,0
1048,A,1,1,99.64,4,5,0
1049,A,1,1,107.1,7,5,0
1050,A,1,1,112.12,5,6,0
1051,B,0,1,113.64,3,5,0
1052,A,1,1,114.6,4,6,0
1053,A,1,1,98.4,7,6,0
1054,A,1,1,107.78,7,6,0
1055,A,1,1,107.57,5,6,0
1056,A,1,1,101.68,2,6,0
1057,B,1,1,117.76,1,4,0
1058,A,1,1,104.57,1,5,0
1059,B,1,0,40.0,2,2,0
1060,B,1,0,22.83,3,2,0
1061,A,1,1,128.31,4,6,0
1062,A,0,1,104.88,6,5,0
1063,A,1,1,108.42,5,6,0
1064,A,1,0,16.39,2,4,0
1065,B,1,1,120.29,3,5,0
1066,A,0,0,20.48,1,2,0
1067,A,1,0,16.68,4,2,0
1068,A,1,0,22.54,2,3,0
1069,A,0,0,21.15,3,2,0
1070,A,0,0,36.96,4,2,0
1071,A,1,1,94.01,5,5,0
1072,B,0,0,31.62,2,3,0
1073,B,0,0,32.49,1,3,0
1074,A,0,0,16.51,8,3,0
1075,A,0,1,116.24,4,6,0
1076,A,1,1,103.22,6,6,0
1077,B,1,0,16.05,2,2,0
1078,A,1,1,115.92,6,5,0
1079,B,0,0,24.3,2,1,0
1080,A,1,1,95.43,7,5,0
1081,A,1,1,116.25,5,6,0
1082,A,0,1,103.83,2,5,0
1083,A,1,0,30.42,4,3,0
1084,B,0,0,38.26,1,3,0
1085,B,1,1,121.55,2,5,0
1086,A,1,1,117.52,8,6,0
1087,A,1,0,18.71,5,4,0
1088,B,0,0,40.0,1,2,0
1089,B,1,1,121.07,8,5,0
1090,B,1,0,37.16,1,3,0
1091,B,0,1,136.44,6,5,0
1092,A,1,1,111.79,5,6,0
1093,B,0,0,26.98,4,1,0
1094,A,1,0,22.94,3,4,0
1095,B,1,0,18.08,1,1,0
1096,B,0,0,32.35,1,1,0
1097,B,1,1,131.5,5,5,0
1098,B,0,0,31.8,3,1,0
1099,B,1,1,98.27,3,5,0
1100,A,1,1,92.81,4,6,0
1101,A,1,1,99.02,5,6,0
1102,B,0,0,32.75,1,1,0
1103,B,1,0,32.74,3,2,0
1104,A,1,1,105.96,9,6,0
1105,B,1,1,134.35,3,4,0
1106,B,1,1,117.74,1,5,0
1107,A,0,1,115.32,6,5,0
1108,B,1,1,132.75,3,5,0
1109,B,0,0,33.27,1,1,0
1110,A,0,1,105.82,2,5,0
1111,A,1,1,129.97,8,6,0
1112,A,1,0,27.45,3,3,0
1113,B,1,0,25.19,2,3,0
1114,A,0,0,25.74,2,2,0
1115,A,1,1,117.03,3,5,0
1116,A,1,0,19.88,3,4,0
1117,A,1,0,31.62,2,3,0
1118,A,0,0,26.67,4,2,0
1119,A,0,0,7.6,4,2,1
1120,B,1,1,131.0,3,4,0
1121,B,0,1,123.94,2,4,0
1122,A,1,1,114.45,3,5,0
1123,A,1,1,119.33,4,6,0
1124,A,0,1,110.34,3,6,0
1125,B,1,1,144.65,5,4,0
1126,B,1,0,29.93,1,1,0
1127,B,1,1,134.25,3,4,0
1128,B,0,1,136.05,8,4,0
1129,B,0,0,30.42,1,1,0
1130,B,0,0,35.67,1,3,0
1131,B,0,0,27.43,1,2,0
1132,B,1,1,123.77,3,5,0
1133,B,1,1,114.88,6,5,0
1134,A,1,1,110.9,6,6,0
1135,A,1,1,111.9,3,6,0
1136,A,1,0,32.25,3,3,0
1137,A,0,1,117.49,6,6,0
1138,B,1,1,125.15,2,4,0
1139,B,1,0,23.93,3,2,0
1140,A,1,1,113.19,5,5,0
1141,B,1,0,37.66,1,1,0
1142,A,0,0,29.29,2,3,0
1143,B,1,1,138.84,5,4,0
1144,A,1,1,105.46,3,6,0
1145,B,0,0,28.2,2,2,0
1146,B,1,1,120.63,3,5,0
1147,A,1,1,107.33,3,5,0
1148,B,1,1,127.21,7,5,0
1149,A,1,1,110.48,7,5,0
1150,A,0,0,23.09,4,4,0
1151,A,0,0,23.06,6,3,0
1152,A,1,1,98.68,2,6,0
1153,B,0,0,36.65,1,2,0
1154,B,1,0,31.46,1,2,0
1155,B,1,1,126.26,5,4,0
1156,A,1,1,99.03,6,5,0
1157,B,1,1,114.68,5,5,0
1158,A,1,1,123.7,4,6,0
1159,B,0,0,34.33,1,1,0
1160,B,0,1,111.76,2,5,0
1161,B,1,1,135.63,6,4,0
1162,A,1,1,119.07,5,5,0
1163,B,1,1,129.24,4,4,0
1164,B,1,1,143.98,2,4,0
1165,A,1,1,110.6,7,5,0
1166,B,1,1,113.83,6,5,0
1167,A,0,1,112.38,4,6,0
1168,B,1,1,130.45,3,4,0
1169,A,1,1,100.76,3,5,0
1170,A,1,0,28.01,1,3,0
1171,B,1,0,20.99,1,1,0
1172,A,1,1,119.89,3,5,0
1173,A,0,0,17.85,5,2,0
1174,A,1,1,96.18,3,5,0
1175,A,1,1,106.63,2,6,0
1176,A,1,1,113.2,6,5,0
1177,A,1,1,109.97,4,5,0
1178,B,1,0,26.54,5,3,0
1179,A,0,0,20.46,3,4,0
1180,A,1,1,94.4,2,6,0
1181,B,0,0,29.65,1,1,0
1182,B,1,0,37.45,3,1,0
1183,B,0,0,30.97,4,2,0
1184,B,1,0,36.16,2,3,0
1185,B,0,0,39.73,1,2,0
1186,B,0,0,27.47,1,3,0
1187,B,0,0,29.88,2,2,0
1188,A,1,1,134.05,7,5,0
1189,A,1,1,125.33,3,5,0
1190,B,1,1,111.28,5,4,0
1191,A,0,0,26.71,3,3,0
1192,A,1,1,108.01,5,5,0
1193,A,0,0,29.79,1,4,0
1194,B,1,1,120.55,3,5,0
1195,B,1,1,119.6,3,5,0
1196,A,1,1,99.89,3,5,0
1197,B,0,1,122.28,5,4,0
1198,A,1,1,117.78,5,5,0
1199,A,0,0,15.73,5,3,0
1200,A,1,1,100.53,5,5,0
1201,A,1,0,11.48,1,4,1
1202,B,0,1,138.07,4,4,0
1203,B,1,1,140.71,6,4,0
1204,B,0,0,29.04,1,1,0
1205,A,0,0,21.91,2,3,0
1206,B,0,0,33.72,1,3,0
1207,A,0,1,125.69,7,6,0
1208,B,1,1,132.09,4,4,0
1209,A,1,1,99.63,7,6,0
1210,A,0,1,90.0,6,6,0
1211,A,1,0,16.19,4,4,0
1212,B,0,0,31.44,1,3,0
1213,B,0,0,27.07,6,1,0
1214,B,0,0,32.17,5,1,0
1215,B,0,1,122.47,5,4,0
1216,A,1,0,16.59,1,3,0
1217,B,1,1,116.23,5,4,0
1218,B,1,0,40.0,3,2,0
1219,A,1,0,30.22,3,3,0
1220,A,1,1,128.77,7,5,0
1221,A,1,1,114.48,6,5,0
1222,B,0,0,28.42,2,2,0
1223,A,0,0,33.26,4,4,0
1224,A,1,1,107.6,4,6,0
1225,A,1,0,25.55,2,4,0
1226,B,0,0,30.74,4,3,0
1227,A,1,1,90.0,4,6,0
1228,B,1,1,144.05,3,5,0
1229,B,1,1,132.91,7,5,0
1230,A,1,1,111.96,4,6,0
1231,A,1,1,107.26,6,5,0
1232,B,0,0,31.98,2,2,0
1233,A,1,1,100.83,7,5,0
1234,A,1,1,115.4,3,5,0
1235,B,1,1,114.93,4,4,0
1236,B,1,0,32.12,3,2,0
1237,A,1,1,114.74,4,6,0
1238,B,0,0,29.81,2,3,0
1239,A,0,0,26.6,4,2,0
1240,A,1,1,96.1,8,5,0
1241,A,0,1,96.41,3,5,0
1242,B,0,0,32.42,1,1,0
1243,A,0,0,28.75,1,4,0
1244,A,1,1,90.0,3,5,0
1245,A,1,1,114.26,4,5,0
1246,B,1,1,122.57,10,5,0
1247,B,0,0,29.84,1,1,0
1248,B,1,1,114.6,7,5,0
1249,B,1,1,119.48,6,5,0
1250,B,0,0,36.8,1,2,0
1251,A,0,1,108.39,8,6,0
1252,B,0,0,28.7,2,1,0
1253,B,1,1,126.84,5,4,0
1254,B,0,0,33.94,4,1,0
1255,A,1,0,27.08,1,2,0
1256,B,1,0,30.55,1,3,0
1257,B,1,1,138.93,7,5,0
1258,A,1,1,119.65,2,6,0
1259,B,1,1,132.13,5,4,0
1260,A,0,0,24.38,1,3,0
1261,A,1,1,115.89,5,6,0
1262,A,0,1,111.77,8,5,0
1263,A,1,1,120.73,6,6,0
1264,A,1,0,30.3,2,4,0
1265,B,1,1,117.82,6,5,0
1266,A,1,0,16.4,3,3,0
1267,A,1,0,19.09,2,3,0
1268,B,1,1,137.76,3,4,0
1269,A,1,1,90.0,7,5,0
1270,B,1,1,131.95,3,5,0
1271,B,0,0,33.18,1,3,0
1272,B,0,0,37.98,2,1,0
1273,A,1,1,110.16,5,5,0
1274,A,0,0,14.6,2,4,1
1275,A,1,0,17.28,2,4,0
1276,B,0,0,23.91,1,3,0
1277,A,0,1,101.54,6,5,0
1278,A,1,1,105.81,6,6,0
1279,A,1,1,94.01,7,5,0
1280,B,0,0,39.82,2,1,0
1281,B,1,1,114.75,6,5,0
1282,A,1,0,33.42,3,2,0
1283,A,1,1,122.22,5,6,0
1284,A,0,1,118.78,4,5,0
1285,A,0,0,19.14,1,3,0
1286,B,1,1,131.42,1,5,0
1287,B,0,0,23.34,3,1,0
1288,B,1,0,36.47,5,2,0
1289,B,1,1,127.26,2,5,0
1290,A,0,1,103.09,7,6,0
1291,A,1,0,15.43,2,4,0
1292,A,1,1,90.0,7,5,0
1293,B,0,0,24.77,1,2,0
1294,A,0,1,121.35,3,6,0
1295,B,1,1,123.97,3,5,0
1296,B,0,0,29.98,2,3,0
1297,A,1,1,115.87,9,6,0
1298,A,1,1,129.67,5,5,0
1299,A,1,1,123.9,7,6,0
1300,B,0,0,25.17,2,1,0
1301,A,1,1,90.0,3,6,0
1302,B,0,0,40.0,1,3,0
1303,A,0,0,39.88,1,4,0
1304,B,0,1,129.88,8,5,0
1305,B,1,0,23.38,3,3,0
1306,A,0,1,119.56,3,6,0
1307,B,1,1,126.92,3,5,0
1308,B,1,0,30.32,1,1,0
1309,A,1,1,118.73,6,5,0
1310,B,1,1,131.34,3,4,0
1311,A,0,0,15.7,3,3,0
1312,B,1,1,124.75,3,4,0
1313,A,1,0,28.63,7,4,0
1314,A,1,1,114.12,7,5,0
1315,B,1,0,32.57,2,3,0
1316,B,0,0,36.6,1,2,0
1317,B,1,0,28.83,2,3,0
1318,B,0,0,32.07,1,1,0
1319,B,0,0,10.75,1,3,1
1320,A,1,1,102.6,2,5,0
1321,B,1,1,135.64,1,5,0
1322,A,1,0,21.27,5,4,0
1323,A,0,0,20.74,5,4,0
1324,B,1,1,117.59,3,4,0
1325,A,1,0,31.02,3,4,0
1326,A,1,1,114.58,3,5,0
1327,A,1,1,117.9,2,5,0
1328,A,1,1,90.0,7,6,0
1329,B,0,0,30.04,1,3,0
1330,A,1,1,104.64,1,6,0
1331,B,1,1,125.19,4,4,0
1332,B,0,0,27.3,2,3,0
1333,A,0,1,103.85,5,6,0
1334,B,1,1,136.5,3,4,0
1335,B,1,0,19.52,3,1,0
1336,B,1,1,145.77,12,5,0
1337,A,0,0,27.39,5,2,0
1338,B,1,0,30.75,2,1,0
1339,B,0,1,137.07,3,5,0
1340,B,0,0,22.29,3,2,0
1341,A,1,1,100.02,8,6,0
1342,B,1,0,30.27,2,2,0
1343,A,1,1,124.39,5,5,0
1344,A,1,0,23.67,3,3,0
1345,A,1,1,113.4,4,5,0
1346,A,1,1,100.93,4,5,0
1347,A,0,1,113.84,5,5,0
1348,A,1,1,128.13,5,6,0
1349,B,0,0,36.97,1,3,0
1350,A,1,1,107.02,6,6,0
1351,B,1,0,35.05,1,2,0
1352,B,1,1,133.78,4,4,0
1353,A,1,1,114.08,6,6,0
1354,B,0,0,37.67,2,1,0
1355,B,0,0,37.63,1,2,0
1356,B,1,1,126.73,5,4,0
1357,B,1,1,134.42,1,5,0
1358,A,1,1,103.4,8,6,0
1359,B,1,0,25.46,3,3,0
1360,A,0,1,104.77,7,6,0
1361,B,0,0,30.54,1,3,0
1362,B,0,1,111.38,5,5,0
1363,A,1,0,30.02,6,4,0
1364,B,1,0,14.4,4,2,1
1365,B,1,1,150.0,4,4,0
1366,B,1,0,40.0,2,2,0
1367,A,1,1,104.87,6,6,0
1368,B,0,0,31.06,2,2,0
1369,A,1,1,111.64,2,6,0
1370,B,1,1,122.11,2,5,0
1371,A,1,0,25.35,2,3,0
1372,A,1,1,106.27,7,6,0
1373,B,1,0,30.43,1,3,0
1374,B,0,0,32.09,1,3,0
1375,A,1,0,14.81,3,4,1
1376,A,1,1,108.47,2,5,0
1377,B,1,1,129.63,6,4,0
1378,A,0,0,24.9,1,2,0
1379,B,0,0,29.71,5,2,0
1380,B,1,1,139.38,5,5,0
1381,B,1,0,28.88,6,3,0
1382,B,0,0,32.36,1,1,0
1383,A,0,0,33.08,3,2,0
1384,B,1,1,127.21,4,5,0
1385,A,0,1,110.57,3,6,0
1386,B,0,0,30.42,1,2,0
1387,A,0,1,122.85,6,6,0
1388,B,0,0,29.45,2,2,0
1389,A,1,1,123.4,7,5,0
1390,A,1,1,106.76,5,5,0
1391,B,0,0,25.84,2,3,0
1392,B,0,1,134.79,3,4,0
1393,B,0,1,124.95,1,5,0
1394,B,1,1,134.21,2,4,0
1395,A,0,0,5.0,4,2,1
1396,B,0,0,31.03,4,1,0
1397,A,1,1,102.48,6,6,0
1398,A,0,0,16.56,5,2,0
1399,B,0,0,27.68,3,1,0
1400,A,0,1,101.12,3,5,0
1401,A,1,1,107.42,3,5,0
1402,A,1,0,14.43,1,2,1
1403,A,0,1,111.8,2,6,0
1404,B,1,0,39.2,1,2,0
1405,B,0,0,32.69,2,2,0
1406,B,1,0,35.85,2,1,0
1407,B,1,0,37.57,1,2,0
1408,A,1,1,122.84,7,5,0
1409,A,1,1,130.44,2,5,0
1410,B,1,0,28.0,2,2,0
1411,B,1,0,26.69,2,2,0
1412,B,1,0,35.7,1,1,0
1413,A,1,0,28.96,4,4,0
1414,B,0,0,35.65,1,2,0
1415,B,0,0,40.0,1,3,0
1416,B,1,1,128.11,3,4,0
1417,A,0,0,26.98,3,2,0
1418,A,1,0,17.14,5,3,0
1419,A,1,1,133.62,4,6,0
1420,A,0,0,21.64,4,4,0
1421,A,0,0,21.84,3,3,0
1422,A,1,1,103.84,4,5,0
1423,A,0,1,100.26,7,6,0
1424,A,1,0,18.89,3,3,0
1425,B,0,0,27.86,3,1,0
1426,B,1,0,22.81,1,1,0
1427,A,1,1,98.58,3,5,0
1428,A,1,1,131.39,4,5,0
1429,B,0,0,35.41,1,2,0
1430,A,1,0,30.48,3,2,0
1431,A,0,0,32.24,1,2,0
1432,A,1,1,130.01,3,5,0
1433,B,0,0,20.37,3,2,0
1434,B,1,0,23.62,2,1,0
1435,B,1,0,26.18,2,3,0
1436,B,0,0,28.18,1,1,0
1437,B,1,1,124.99,5,4,0
1438,A,1,0,20.87,4,2,0
1439,B,1,1,130.19,6,5,0
1440,A,1,1,108.42,9,5,0
1441,A,0,0,18.94,4,4,0
1442,B,0,0,17.95,5,2,0
1443,B,1,0,25.04,1,3,0
1444,A,1,0,20.16,2,2,0
1445,A,1,1,105.04,2,6,0
1446,A,1,0,16.09,2,2,0
1447,B,0,1,123.09,6,5,0
1448,B,0,1,116.69,1,5,0
1449,B,1,1,126.74,7,5,0
1450,B,1,0,24.56,3,1,0
1451,B,1,1,119.51,5,5,0
1452,A,0,1,92.3,4,5,0
1453,B,0,0,30.08,3,3,0
1454,A,1,1,97.6,6,5,0
1455,A,1,1,118.88,3,6,0
1456,A,0,0,26.84,3,4,0
1457,B,0,0,30.58,1,3,0
1458,B,1,0,26.22,2,3,0
1459,B,1,0,33.28,1,1,0
1460,A,1,0,28.83,4,3,0
1461,A,1,1,109.71,4,5,0
1462,A,1,1,127.24,7,5,0
1463,A,1,1,113.52,4,6,0
1464,A,1,1,118.96,3,6,0
1465,A,1,1,109.6,2,6,0
1466,B,0,0,35.05,1,2,0
1467,B,1,0,26.22,2,2,0
1468,B,1,0,28.25,3,3,0
1469,B,0,0,33.1,2,3,0
1470,A,1,1,112.11,5,5,0
1471,A,0,0,27.55,1,3,0
1472,B,0,0,37.6,1,3,0
1473,A,1,1,90.9,3,5,0
1474,B,0,0,25.15,1,2,0
1475,B,1,1,130.3,6,4,0
1476,B,0,0,26.65,1,2,0
1477,A,1,1,148.53,5,6,0
1478,B,0,0,34.09,1,1,0
1479,B,1,0,30.53,1,3,0
1480,B,1,1,122.85,4,4,0
1481,A,0,1,102.24,8,5,0
1482,A,0,1,108.36,4,5,0
1483,B,1,0,31.67,1,3,0
1484,A,1,1,102.52,7,5,0
1485,A,0,0,22.09,3,2,0
1486,A,0,1,124.13,2,6,0
1487,A,1,1,124.61,5,5,0
1488,A,1,0,25.76,5,2,0
1489,A,1,0,14.61,1,2,1
1490,A,0,1,114.46,10,5,0
1491,A,1,1,126.65,5,5,0
1492,A,1,1,124.44,2,5,0
1493,A,0,0,29.14,5,3,0
1494,B,1,1,142.22,4,4,0
1495,B,1,1,128.53,1,5,0
1496,A,1,1,115.54,5,6,0
1497,B,1,1,121.19,7,4,0
1498,B,1,0,32.75,1,3,0
1499,A,1,1,123.95,2,6,0
1500,A,1,0,19.87,1,2,0
1501,A,1,0,17.97,2,4,0
1502,B,0,0,31.58,1,1,0
1503,B,0,0,29.64,5,1,0
1504,A,1,1,115.79,4,5,0
1505,A,1,1,102.56,4,6,0
1506,A,1,1,128.62,5,6,0
1507,B,1,1,115.1,2,4,0
1508,B,1,0,38.52,2,2,0
1509,B,0,0,26.41,2,3,0
1510,B,1,0,20.22,3,1,0
1511,A,1,1,110.85,6,6,0
1512,A,1,1,104.94,6,5,0
1513,A,0,0,16.23,2,2,0
1514,A,1,1,90.0,6,6,0
1515,B,0,0,30.95,1,2,0
1516,B,1,1,137.76,4,5,0
1517,A,0,0,28.09,2,2,0
1518,A,0,1,108.68,6,6,0
1519,B,1,1,132.79,7,5,0
1520,A,1,1,107.67,3,5,0
1521,B,1,1,113.7,7,4,0
